Date,Return
2018-01-02,0.49671415301123245
2018-01-03,-0.13295480354599712
2018-01-04,0.5928170162913406
2018-01-05,1.3598717493509627
2018-01-08,-0.22368247922990128
2018-01-09,-0.2133965839095061
2018-01-10,1.3772997659230408
2018-01-11,0.7224631543970358
2018-01-12,-0.4342306573459431
2018-01-15,0.4840735930566802
2018-01-16,-0.40134612778628814
2018-01-17,-0.3906732504470144
2018-01-18,0.19707210825760427
2018-01-19,-1.5037788674798813
2018-01-22,-1.5439895531511512
2018-01-23,-0.5536255559654918
2018-01-24,-0.9633421897204018
2018-01-25,0.3000637229077256
2018-01-26,-0.8292430755978523
2018-01-29,-1.2848620198392815
2018-01-30,1.404735349942797
2018-01-31,-0.22893128093223677
2018-02-01,0.06509251684117025
2018-02-02,-1.3059679847625933
2018-02-05,-0.5263185438864054
2018-02-06,0.10359398979934119
2018-02-07,-1.0246205500431047
2018-02-08,0.34198433742840384
2018-02-09,-0.5256836401202332
2018-02-12,-0.24900545109020897
2018-02-13,-0.49457806604812504
2018-02-14,1.4919001256523339
2018-02-15,-0.012252038595378798
2018-02-16,-0.9162584679590953
2018-02-19,0.7226264024522258
2018-02-20,-1.063083832654041
2018-02-21,0.18769051975547635
2018-02-22,-1.685685504641591
2018-02-23,-1.3034432646255558
2018-02-26,0.20061716122717535
2018-02-27,0.7147381919530691
2018-02-28,0.1623336468402898
2018-03-01,-0.10442807983824179
2018-03-02,-0.25974577069646543
2018-03-05,-1.2275121668698716
2018-03-06,-0.6384198791537861
2018-03-07,-0.40140117052198176
2018-03-08,0.8917196059021905
2018-03-09,0.2944580187066449
2018-03-12,-1.456889277149597
2018-03-13,0.2975012540994277
2018-03-14,-0.33903174005717374
2018-03-15,-0.5745283066348129
2018-03-16,0.510047313494125
2018-03-19,0.842035169974545
2018-03-20,0.7723874890897175
2018-03-21,-0.6993015667839495
2018-03-22,-0.2566838540633635
2018-03-23,0.26549171054129383
2018-03-26,0.7575564747898728
2018-03-27,-0.3772901262928696
2018-03-28,-0.1427524536079115
2018-03-29,-0.8238733190669931
2018-03-30,-0.9182408802621337
2018-04-02,0.6475685900494615
2018-04-03,1.078051299324003
2018-04-04,-0.06038905310716124
2018-04-05,0.8079244961788715
2018-04-06,0.29517237668766877
2018-04-09,-0.5100066979964073
2018-04-10,0.28162197442770914
2018-04-11,1.165354158102498
2018-04-12,-0.0294075790252873
2018-04-13,1.2347836478685423
2018-04-16,-2.2411483850122065
2018-04-17,0.890674111048712
2018-04-18,0.09243096882619335
2018-04-19,-0.3003873403327092
2018-04-20,0.08786482538923426
2018-04-23,-1.8108991113311017
2018-04-24,-0.22866385611699036
2018-04-25,0.352844591277258
2018-04-26,1.3960068797706946
2018-04-27,-0.5191245168830861
2018-04-30,-0.7795796829063834
2018-05-01,-0.4762900745093099
2018-05-02,0.8382756841210665
2018-05-03,0.3000603594177464
2018-05-04,-0.46399108520856336
2018-05-07,0.4366022851271345
2018-05-08,0.08029330847479059
2018-05-09,0.7701377796966449
2018-05-10,-0.5645411359190163
2018-05-11,-0.26038327086110974
2018-05-14,-0.30209007201424753
2018-05-15,-1.0987555361653851
2018-05-16,0.23870802972997338
